Nr.;County;Locality;Address (str, nr.);Latitude;Longitude
2252;IS;Iași;Str. I.Simionescu nr. 32 Bl. T 2;47,168309;27,545397
2253;IS;Iași;Str. I.Simionescu nr. 4 Bl. A 1;47,168467;27,54777
2254;IS;Iași;Str. I.Simionescu nr. 2 Bl.A 2;47,168189;27,548235
2255;IS;Iași;Str. I.Simionescu nr. 34 Bl. T1;47,168714;27,543361
2256;IS;Iași;Str. I.Simionescu nr. 34 Bl. T1;47,168714;27,543361
2257;IS;Iași;Str. Vitejilor nr.15 Bl. A 3;47,168278;27,548472
2258;IS;Iași;Str. Vitejilor nr.15 Bl. A 3;47,168278;27,548472
2259;IS;Iași;Str. Vitejilor nr. 19 Bl.A 5;47,168611;27,548944
2260;IS;Iași;Str. Vitejilor nr. 19 Bl.A 5;47,168611;27,548944
2261;IS;Iași;Str. Vitejilor nr. 17 Bl. A4;47,168472;27,54875
2262;IS;Iași;Str. Vitejilor nr. 17 Bl. A4;47,168472;27,54875
2263;IS;Iași;Str. Vitejilor nr. 21 Bl. A 6;47,168806;27,549333
2264;IS;Iași;Bdul Dacia nr. 13 Bl. DA 9;47,166452;27,554729
2265;IS;Iași;Bdul Dacia nr. 13 Bl. DA 9;47,166452;27,554729
2266;IS;Iași;Bdul Dacia nr. 48 Bl. SF-3;47,167028;27,543806
2267;IS;Iași;Bdul Dacia nr. 48 Bl. SF-3;47,167028;27,543806
2268;IS;Iași;str. Rediu nr. 6 A bl. 482 E sc. B, bloc A.N.L.;47,173958;27,533628
2269;IS;Iași;str. Rediu nr. 8 A bl. 482 D sc. A, bloc A.N.L.;47,174689;27,533617
2270;IS;Iași;str. Otilia Cazimir, nr.15;47,158847;27,596992
2271;IS;Iași;str. Otilia Cazimir, nr.15;47,158847;27,596992
2272;IS;Iași;str. Sărărie nr. 187 A;47,181333;27,571203
2273;IS;Iași;b-dul Chimiei, nr.4, sc.A;47,152778;27,608361
2274;IS;Iași;b-dul Chimiei, nr.4, sc.A;47,152778;27,608361
2275;IS;Iași;b-dul Chimiei, nr.4, sc.C;47,152778;27,608361
2276;IS;Iași;b-dul Chimiei, nr.4, sc.C;47,152778;27,608361
2277;IS;Pașcani;str. Ștefan cel Mare și Sfânt nr 15 bl G2 - tronson I, Pașcani;47,24442;26,752482
2278;IS;Pașcani;str. M. Kogălniceanu nr.24, Pașcani;47,245978;26,721678
2279;IS;Iași;Aleea M. Sadoveanu nr 4-6, camin C1 (A1);47,19275;27,557556
2280;IS;Iași;Aleea M. Sadoveanu nr 4-6, camin C1 / (A1);47,19275;27,557556
2281;IS;Iași;Aleea M. Sadoveanu nr 4-6, camin C3 (A3);47,19175;27,558686
2282;IS;Iași;Aleea M. Sadoveanu nr 4-6, camin C3 (A3);47,19175;27,558686
2283;IS;Iași;Aleea M. Sadoveanu nr 4-6, camin C5 (A5);47,193542;27,558044
2284;IS;Iași;Str. Moara de Vânt nr. 34;47,176944;27,617778
2285;IS;Iași;Șos.Păcurari, nr. 138;47,173558;27,522967
2286;IS;Iași;Șos. Nicolina nr.58;47,1333;27,571475
2287;IS;Iași;Șos. Națională,nr. 31;47,155111;27,580028
2288;IS;Valea Lupului;Valea Lupului, nr. 1;47,175806;27,488039
2289;IS;Valea Lupului;Valea Lupului, nr. 1;47,175806;27,488039
2290;IS;Valea Lupului;Valea Lupului, nr. 1;47,175056;27,490944
2291;IS;Holboca;Str. principală, Nr. 40;47,154158;27,686622
2292;IS;Iași;Str. Palat, nr. 1;47,160139;27,587472
2293;IS;Iași;str. Sf. Lazăr nr 23 A;47,156333;27,591083
2294;IS;Iași;Șos.Nicolina ,nr.57 A.;47,132808;27,575058
2295;IS;Iași;str. Ciurchi nr 146-150;47,155278;27,626056
2296;IS;Iași;str. General H.M.Berthelot nr. 2-4;47,175194;27,575611
2297;IS;Iași;str. Gr. Ghica Vodă nr 13;47,160531;27,59565
2298;IS;Iași;str.Mihail Kogălniceanu nr.9-13;47,173594;27,580433
2299;IS;Iași;str.Palat nr 5A;47,154753;27,586831
2300;IS;Iași;str. Palat, nr.3E;47,155306;27,586333
2301;IS;Iași;str. Palat, nr.3C;47,155889;27,585833
2302;IS;Iași;str.Sf. Lazăr, nr.27;47,155694;27,590778
2303;IS;Iași;str. Palat, nr.5B;47,154806;27,587528
2304;IS;Iași;str. Palat, nr.5C;47,155403;27,58955
2305;IS;Iași;str. Palat, nr.7 B/C;47,155928;27,5895
2306;IS;Iași;str. Palat, nr.7 A;47,157997;27,588958
2307;IS;Lețcani;șos. Iași- Tg Frumos km 12;47,189542;27,431083
2308;IS;Iași;str. Otilia Cazimir, nr.10;47,159056;27,596944
2309;IS;Podu Iloaiei;str. Națională nr 94;47,212764;27,277647
2310;IS;Podu Iloaiei;Budăi;47,216333;27,241528
2311;IS;Iași;șos. Națională, nr.37;47,154417;27,57975
2312;IS;Iași;Calea Chișinăului nr. 132;47,14552;27,616385
2313;IS;Iași;str. Elena Doamna nr 1 A;47,164564;27,592586
2314;IS;Iași;Aleea Mihail Sadoveanu nr.10;47,195639;27,554861
2315;IS;Miroslava;sat Uricani;47,179917;27,475139
2316;IS;Iași;str. Costache Negruzzi, nr. 7-9;47,164561;27,578006
2317;IS;Iași;str. Sf.Sava, nr 1;47,161875;27,586414
2318;IS;Iași;str. Banu nr 7;47,167811;27,577933
2319;IS;Iași;Calea Chișinăului nr. 26;47,146448;27,609123
2320;IS;Iași;splai Bahlui mal stâng nr.33;47,154322;27,583367
2321;IS;Iași;str. M. Costăchescu nr 6;47,182442;27,567889
2322;IS;Victoria;Sculeni;47,316458;27,610578
2323;IS;Iași;str Arcu, nr.29;47,169439;27,568032
2324;IS;Iași;str Baloșescu, nr. 2;47,160494;27,603311
2325;IS;Iași;str. Străpungerii Silvestru, nr. 7;47,166611;27,568111
2326;MM;Baia Mare;Str. Aleea Rotundă nr. 1;47,654635;23,547365
2327;MM;Baia Mare;Str. Aleea Rotundă nr. 2;47,655287;23,54817
2328;MM;Baia Mare;Str. Aleea Rotundă nr. 3;47,655196;23,545966
2329;MM;Baia Mare;Str. Aleea Rotundă nr. 4;47,654413;23,545926
2330;MM;Baia Mare;Str. Aleea Rotundă nr. 5;47,654244;23,546809
2331;MM;Baia Mare;Aleea Filaturii nr. 5, sc.A;47,651673;23,546337
2332;MM;Baia Mare;Aleea Filaturii nr. 5, sc.D;47,65206;23,546207
2333;MM;Baia Mare;Aleea Filaturii nr. 5, sc.E;47,652196;23,546423
2334;MM;Baia Mare;B-dul Bucureşti nr. 28;47,652188;23,554698
2335;MM;Baia Mare;B-dul Bucureşti nr. 34;47,651915;23,55313
2336;MM;Baia Mare;B-dul Bucureşti nr. 34A;47,652224;23,552878
2337;MM;Baia Mare;B-dul Decebal nr. 4B sc. A;47,65166;23,54934
2338;MM;Baia Mare;B-dul Decebal nr. 4B sc. B;47,651918;23,549282
2339;MM;Baia Mare;B-dul Decebal nr. 8A, sc. A;47,652752;23,549146
2340;MM;Baia Mare;B-dul Decebal nr. 8A, sc.B;47,652851;23,449223
2341;MM;Baia Mare;B-dul Decebal, nr. 20;47,65474;23,548689
2342;MM;Baia Mare;Str. Cuza Vodă nr.8A sc.B;47,652251;23,551974
2343;MM;Baia Mare;Str. Cuza Vodă nr.8A sc.C;47,652418;23,551939
2344;MM;Baia Mare;Str. B.Şt. Delavrancea nr. 17;47,651326;23,576973
2345;MM;Baia Mare;Str. B.Şt. Delavrancea nr. 19;47,651015;23,576969
2346;MM;Baia Mare;Str. Florilor nr. 6A;47,655068;23,5692
2347;MM;Baia Mare;Str. George Coşbuc nr.11;47,657125;23,563557
2348;MM;Baia Mare;Str. George Coşbuc nr.25A;47,655958;23,557962
2349;MM;Baia Mare;Str. George Coşbuc nr. 33;47,65515;23,551633
2350;MM;Baia Mare;Str. George Coşbuc nr. 37;47,654814;23,550247
2351;MM;Baia Mare;Str. Gării nr. 12 sc.A;47,64589;23,555665
2352;MM;Baia Mare;Str. Gării nr. 12 sc.B;47,646023;23,555467
2353;MM;Baia Mare;Str. Nicolae Iorga nr. 1 sc.A;47,654164;23,56029
2354;MM;Baia Mare;Str. Nicolae Iorga nr. 1 sc.B;47,654236;23,560462
2355;MM;Baia Mare;Str. Nicolae Iorga nr. 2 sc.A;47,654089;23,561981
2356;MM;Baia Mare;Str. Nicolae Iorga nr. 2 sc.B;47,653949;23,561725
2357;MM;Baia Mare;Str. Nicolae Iorga nr. 2 sc.G;47,654544;23,561607
2358;MM;Baia Mare;Str. Nicolae Iorga nr. 6 sc.A;47,65539;23,561221
2359;MM;Baia Mare;Str. Nicolae Iorga nr. 6 sc.B;47,655273;23,560937
2360;MM;Baia Mare;Str. Nicolae Iorga nr. 6 sc.G;47,655901;23,560854
2361;MM;Baia Mare;Str. Rapsodiei nr. 3 sc. A;47,643556;23,57405
2362;MM;Baia Mare;Str. Rapsodiei nr. 3 sc. B;47,643365;23,574129
2363;MM;Baia Mare;Str. Transilvaniei nr. 4 sc.F;47,651963;23,566015
2364;MM;Baia Mare;Str. Transilvaniei nr. 4 sc.G;47,65192;23,565815
2365;MM;Baia Mare;Str. Transilvaniei nr. 4A sc.A;47,652329;23,565984
2366;MM;Baia Mare;Str. Transilvaniei nr. 4A sc.B;47,652249;23,566033
2367;MM;Baia Mare;Str. Transilvaniei nr. 4A sc.C;47,652155;23,566148
2368;MM;Baia Mare;Str. Victoriei nr. 82;47,659185;23,561203
2369;MM;Baia Mare;Str. Victoriei nr. 90;47,659497;23,560739
2370;MM;Baia Mare;Str. Victoriei nr. 90 bis;47,659545;23,561083
2371;MM;Baia Mare;Str. Victoriei nr. 134;47,658;23,5468
2372;MM;Baia Mare;Str. Banatului nr. 3;47,643488;23,576902
2373;MM;Baia Mare;Str. Bogdan Vodă nr.5 sc. A;47,647607;23,560951
2374;MM;Baia Mare;Str. Bogdan Vodă nr.5 sc. B;47,647444;23,56061
2375;MM;Baia Mare;Str. Bogdan Vodă nr.5A sc. A;47,647768;23,560848
2376;MM;Baia Mare;Str. Bogdan Vodă nr.5A sc. B;47,64756;23,561068
2377;MM;Baia Mare;Str. Bogdan Vodă nr.5B sc. A;47,647886;23,561224
2378;MM;Baia Mare;Str. Bogdan Vodă 5B sc. B;47,647591;23,561312
2379;MM;Baia Mare;Str. Bogdan Vodă 5B sc. C;47,647466;23,56148
2380;MM;Baia Mare;Str. Bogdan Vodă 5B sc. D;47,647231;23,561638
2381;MM;Baia Mare;B-dul Unirii nr. 40;47,632449;23,56281
2382;MM;Baia Mare;B-dul Unirii nr. 40;47,632868;23,564307
2383;MM;Baia Mare;B-dul Unirii nr. 40;47,633977;23,563635
2384;MM;Baia Mare;Str. Magnoliei nr. 5;47,662275;23,543575
2385;MM;Baia Mare;Str. Victoriei nr. 73;47,656488;23,547069
2386;MM;Baia Mare;B-dul Independenței nr. 80;47,656521;23,515198
2387;MM;Sighetu Marmației;Str. Independenței, nr. 16, sc A;47,923735;23,878109
2388;MM;Sighetu Marmației;Str. Independenței, nr. 16, sc C;47,923861;23,877701
2389;MM;Sighetu Marmației;Str. Independenței, nr. 37;47,924;23,878871
2390;MM;Sighetu Marmației;Str. Independenței, nr. 7, sc. 3;47,926492;23,876249
2391;MM;Sighetu Marmației;Str. Independenței, nr. 9, sc. A;47,926422;23,876588
2392;MM;Sighetu Marmației;Str. Independenței, nr. 13, sc. B;47,926039;23,876179
2393;MM;Sighetu Marmației;Str. Bogdan Vodă nr. 125A;47,920815;23,912683
2394;MM;Sighetu Marmației;Str. Uniri nr.40;47,927134;23,902039
2395;MM;Sighetu Marmației;Str. Uniri nr.44;47,931902;23,903498
2396;MM;Baia Sprie;Str. Piața Libertății nr. 4;47,662235;23,699974
2397;MM;Vișeu de Sus;Aleea Eroilor nr. 28;47,704423;24,439272
2398;MM;Com. Sarasău;Nr. 510;47,960137;23,819573
2399;MM;Com. Șișesti;Nr. 61;47,618361;23,727533
2400;MM;Com. Rona de Jos;Nr. 84;47,923453;24,015264
2401;MH;Dr. Tr. Severin;Bulevardul Mihai Viteazu, nr.1A, Bl D01;44,633185;22,678242
2402;MH;Dr. Tr. Severin;Bulevardul Mihai Viteazu, nr. 1B, Bl D02;44,63345;22,677895
2403;MH;Dr. Tr. Severin;Bulevardul Mihai Viteazu, nr. 1C, Bl D03;44,633762;22,677485
2404;MH;Dr. Tr. Severin;Bulevardul Mihai Viteazu,nr. 1D, Bl D04;44,632829;22,678653
2405;MH;Dr. Tr. Severin;Str. Brâncoveanu, nr. 2 Bl. B1 sc. 1;44,629653;22,64112
2406;MH;Dr. Tr. Severin;Str. Brâncoveanu, nr. 4 Bl. B2 sc. 1;44,629751;22,641317
2407;MH;Dr. Tr. Severin;Str. Brâncoveanu, nr. 6 Bl. B3 sc. 1;44,62977;22,641589
2408;MH;Dr. Tr. Severin;Str. Brâncoveanu, nr. 221, Bl. A4 sc.1;44,631944;22,671111
2409;MH;Dr. Tr. Severin;Str. Brâncoveanu, nr. 221, Bl. Bl. A5 sc.1;44,63189;22,671367
2410;MH;Dr. Tr. Severin;Str. Brâncoveanu, nr. A5, Bl. A6 sc.1;44,631663;22,671207
2411;MH;Dr. Tr. Severin;Aleea Aluniș nr.1 bl. C3, sc 1.;44,629035;22,640303
2412;MH;Dr. Tr. Severin;Aleea Aluniș nr.1 bl. C4, sc 1.;44,629203;22,64037
2413;MH;Dr. Tr. Severin;Insp. Teritorial de Muncă, B-dul Carol I nr. 3;44,623886;22,640339
2414;MH;Dr. Tr. Severin;Gara CFR, B-dul Dunării nr.2;44,622214;22,644318
2415;MH;Dr. Tr. Severin;DirecţiaGenerală a Finanţelor Publice Mehedinți, Piața Radu Negru Vodă nr. 1;44,627222;22,651667
2416;MH;Dr. Tr. Severin;SC Astra Rails Industries SA, B-dul Dunării nr. 3;44,623384;22,631655
2417;MH;Dr. Tr. Severin;SC Astra Rails Industries SA, B-dul Dunării nr. 3;44,623422;22,63614
2418;MH;Dr. Tr. Severin;SC Eurotyres Manufacturing SA, B-dul Porțile de Fier;44,619722;22,633889
2419;MH;Dr. Tr. Severin;Oficiul Poștal nr. 1, str. Decebal nr.41;44,625026;22,654583
2420;MH;Dr. Tr. Severin;Magazinul ”Decebal”, Str. Horia, nr.12;44,628333;22,653056
2421;MH;Dr. Tr. Severin;Hotel Traian, B-dul Tudor Vladimirescu nr. 74;44,631944;22,655833
2422;MH;Dr. Tr. Severin;Spitalul Judeţean, Splai Mihai Viteazul nr. 5;44,643548;22,652478
2423;MH;Orșova;Fostul sediu B.C.R. - Filiala Orşova, str. Porțile de Fier nr. 3 A;44,723998;22,396848
2424;MH;Orșova;Administraţia Finanţelor Publice, str. 1 Decembrie nr.16 B, Orșova;44,725223;22,398683
2425;MH;Comuna Gogoșu Colonia P.F. 2;Porţile de Fier II - Motel Restaurant Colonie, Comuna Gogoșu;44,306863;22,57365
2426;MH;Comuna Gogoșu Colonia P.F. 2;Porţile de Fier II - Bloc Garsoniere Colonie, Comuna Gogoșu;44,306333;22,575243
2427;MH;Comuna Gogoșu Colonia P.F. 2;Porţile de Fier II - Ecluza PF II,Comuna Gogoșu;44,318781;22,567173
2428;MS;TARGU-MURES;STR.FAGET, NR.20;46,557194;24,577611
2429;MS;TARGU-MURES;STR.FAGET, NR.22;46,557389;24,577694
2430;MS;TARGU-MURES;STR.FAGET, NR.24;46,557028;24,577722
2431;MS;TARGU-MURES;STR.FAGET, NR.26;46,557194;24,577889
2432;MS;TARGU-MURES;STR.FAGET, NR.28;46,557056;24,577639
2433;MS;TARGU-MURES;STR.FAGET, NR.30;46,557194;24,578
2434;MS;TARGU-MURES;STR.PACII, NR.68A;46,557806;24,571972
2435;MS;TARGU-MURES;STR.PACII, NR.68B;46,557917;24,57225
2436;MS;TARGU-MURES;STR.PACII, NR.70A;46,558056;24,57275
2437;MS;TARGU-MURES;STR.PACII, NR.70B;46,558222;24,572944
2438;MS;TARGU-MURES;STR.PACII, NR.72A;46,558417;24,573278
2439;MS;TARGU-MURES;STR.PACII, NR.72B;46,558556;24,573583
2440;MS;TARGU-MURES;STR.MOLTER KAROLY, NR.11;46,561167;24,582556
2441;MS;TARGU-MURES;B-DUL.1848, NR.22;46,533028;24,558556
2442;MS;TARGU-MURES;B-DUL.1848, NR.24;46,532861;24,558306
2443;MS;TARGU-MURES;B-DUL.1848, NR.58;46,5295;24,554194
2444;MS;TARGU-MURES;B-DUL.1848, NR.63;46,529444;24,5555
2445;MS;TARGU-MURES;B-DUL.1848, NR.81;46,52775;24,554056
2446;MS;TARGU-MURES;B-DUL.1848, NR.83;46,527528;24,554028
2447;MS;TARGU-MURES;B-DUL.1848, NR.85;46,527278;24,554056
2448;MS;TARGU-MURES;B-DUL.1848, NR.87;46,527083;24,554
2449;MS;TARGU-MURES;B-DUL.1848, NR.89;46,526528;24,553583
2450;MS;TARGU-MURES;B-DUL.1848, NR.91;46,526417;24,553
2451;MS;TARGU-MURES;B-DUL.1848, NR.93;46,526361;24,553528
2452;MS;TARGU-MURES;SRT.CIUCAS, NR.2;46,529861;24,553139
2453;MS;TARGU-MURES;STR.CIUCAS, NR.4;46,529667;24,553194
2454;MS;TARGU-MURES;STR.CIUCAS, NR.6;46,529444;24,553028
2455;MS;TARGU-MURES;STR.CIUCAS, NR.8;46,529083;24,553111
2456;MS;TARGU-MURES;STR.CIUCAS, NR.10;46,528694;24,552917
2457;MS;TARGU-MURES;STR.CIUCAS, NR.12;46,528333;24,552972
2458;MS;TARGU-MURES;STR.DAMBU PIETROS, NR.14, SC. A;46,532472;24,556722
2459;MS;TARGU-MURES;STR.DAMBU PIETROS, NR.14, SC. B;46,532333;24,555917
2460;MS;TARGU-MURES;STR.DAMBU PIETROS, NR.14, SC. C;46,532167;24,556167
2461;MS;TARGU-MURES;STR.DAMBU PIETROS, NR.14, SC. D;46,532056;24,559417
2462;MS;TARGU-MURES;STR.KOSS FERENCZ, NR.2;46,527583;24,554472
2463;MS;TARGU-MURES;STR.KOSS FERENCZ, NR.4;46,527639;24,554833
2464;MS;TARGU-MURES;STR.KOSS FERENCZ, NR.10;46,527028;24,555639
2465;MS;TARGU-MURES;STR.CEAHLAU, NR.1;46,530083;24,553194
2466;MS;TARGU-MURES;STR.CEAHLAU, NR.3;46,530361;24,552778
2467;MS;TARGU-MURES;STR.CEAHLAU, NR.5;46,530639;24,552694
2468;MS;TARGU-MURES;STR.CEAHLAU, NR.7;46,53075;24,552417
2469;MS;TARGU-MURES;STR.CEAHLAU, NR.9;46,531111;24,552111
2470;MS;TARGU-MURES;STR.CEAHLAU, NR.11;46,531222;24,552389
2471;MS;TARGU-MURES;STR.CEAHLAU, NR.13;46,531528;24,5525
2472;MS;TARGU-MURES;STR.GODEANU, NR.21;46,526583;24,555889
2473;MS;TARGU-MURES;STR.SUCEAVA, NR.37A;46,526583;24,555889
2474;MS;TARGU-MURES;B-DUL.1 DECEMBRIUE 1918, NR.40;46,538028;24,567917
2475;MS;TARGU-MURES;B-DUL.1 DECEMBRIUE 1918, NR.185;46,537889;24,579861
2476;MS;TARGU-MURES;B-DUL.1 DECEMBRIUE 1918, NR.194;46,534028;24,58575
2477;MS;TARGU-MURES;B-DUL.1 DECEMBRIUE 1918, NR.200;46,533639;24,586611
2478;MS;TARGU-MURES;B-DUL.1 DECEMBRIUE 1918, NR.202;46,533639;24,586806
2479;MS;TARGU-MURES;B-DUL.1 DECEMBRIUE 1918, NR.203;46,536583;24,581694
2480;MS;TARGU-MURES;B-DUL.1 DECEMBRIUE 1918, NR.209;46,536333;24,58175
2481;MS;TARGU-MURES;STR.INFRATIRII, NR.10;46,536306;24,584667
2482;MS;TARGU-MURES;STR.INFRATIRII, NR.16;46,537528;24,584528
2483;MS;TARGU-MURES;STR.INFRATIRII, NR.17;46,537583;24,584278
2484;MS;TARGU-MURES;STR.PRIETENIEI, NR.9;46,538972;24,582611
2485;MS;TARGU-MURES;STR.PRIETENIEI, NR.15;46,538889;24,581833
2486;MS;TARGU-MURES;STR.PRIETENIEI, NR.17;46,538778;24,581361
2487;MS;TARGU-MURES;STR.SARGUINTEI, NR.37;46,532833;24,587083
2488;MS;TARGU-MURES;STR. NEGOIULUI, NR.4A;46,539889;24,577833
2489;MS;TARGU-MURES;STR. NEGOIULUI, NR.4B;46,539694;24,577778
2490;MS;TARGU-MURES;B-DUL.PANDURILOR, NR.48;46,532472;24,573111
2491;MS;TARGU-MURES;B-DUL.PANDURILOR, NR.56;46,532639;24,574667
2492;MS;TARGU-MURES;PIATA GARII, NR.3;46,532667;24,549833
2493;MS;TARGU-MURES;PIATA GARII, NR.5A;46,533222;24,551583
2494;MS;TARGU-MURES;PIATA GARII, NR.5B;46,533667;24,55125
2495;MS;TARGU-MURES;PIATA GARII, NR.5C;46,534222;24,550667
2496;MS;TARGU-MURES;STR.LIVIU REBREANU, NR.41;46,533806;24,55075
2497;MS;TARGU-MURES;STR.GHEORGHE DOJA, NR.60;46,533639;24,551278
2498;MS;TARGU-MURES;STR.APADUCTULUI, NR.52;46,562778;24,551472
2499;MS;SIGHISOARA;STR.ROZELOR, NR.15;46,233194;24,81825
2500;MS;SIGHISOARA;STR.ROZELOR, NR.17;46,232694;24,818139
2501;MS;SIGHISOARA;STR.ROZELOR, NR.19;46,232889;24,818028
2502;MS;SIGHISOARA;STR.ROZELOR, NR.21;46,233194;24,818333
2503;MS;SIGHISOARA;STR.PANSELUTELOR, NR.15;46,230333;24,814167
2504;MS;SIGHISOARA;STR.PANSELUTELOR, NR.17;46,230528;24,81425
2505;MS;SIGHISOARA;STR.PANSELUTELOR, NR.19;46,230833;24,814333
2506;MS;SIGHISOARA;STR.PANSELUTELOR, NR.21;46,230972;24,8145
2507;MS;SIGHISOARA;STR.PANSELUTELOR, NR.23;46,231222;24,814694
2508;MS;SIGHISOARA;STR.PANSELUTELOR, NR.25;46,231194;24,815
2509;MS;REGHIN;STR.LIBERTATII, NR.21;46,775639;24,703306
2510;MS;REGHIN;STR.LIBERTATII, NR.22;46,775917;24,703472
2511;MS;REGHIN;STR.LIBERTATII, NR.23;46,776056;24,703833
2512;MS;TG. MURES;STR.GHEORGHE DOJA, NR.225;46,516694;24,521583
2513;MS;TG. MURES;P-TA VICTORIEI, NR.14;46,539833;24,55775
2514;MS;TG.MURES;STR.LIVIU REBREANU, NR.29A;46,536917;24,553333
2515;MS;TG.MURES;STR.NICOLAE IORGA, NR. 1;46,546917;24,56825
2516;MS;TG.MURES;B-DUL.PANDURILOR, NR.42;46,533167;24,572361
2517;MS;TG.MURES;STR.TUSNAD, NR.5A;46,541917;24,555694
2518;MS;TG.MURES;STR.LIVEZENI, NR.7A;46,534667;24,588833
2519;MS;SIGHISOARA;ALEEA MARGARETELOR, NR.16;46,233083;24,815917
2520;MS;SIGHISOARA;STR.LIBERTATII, NR.51;46,226306;24,795806
2521;MS;REGHIN;B-DUL.UNIRII, NR.55;46,788444;24,714917
2522;MS;REGHIN;STR.SALCAMILOR, NR.3;46,775333;24,725667
2523;NT;Piatra-Neamţ;Str. Mihai Viteazul bloc I-1, scara B;46,93574;26,381414
2524;NT;Piatra-Neamţ;Str. Mihai Viteazul bloc I-2, scara A;46,93612;26,38121
2525;NT;Piatra-Neamţ;Str. Mihai Viteazul bloc I-2, scara B;46,93594;26,38065
2526;NT;Piatra-Neamţ;Str. Dărmăneşti, bloc B11, scara A-1;46,93851;26,38204
2527;NT;Piatra-Neamţ;Str. Dărmăneşti, bloc B11, scara A-2;46,93851;26,38204
2528;NT;Piatra-Neamţ;Str. Dărmăneşti, bloc B11, scara B-1;46,9387;26,38201
2529;NT;Piatra-Neamţ;Str. Dărmăneşti, bloc B11, scara B-2;46,9387;26,38201
2530;NT;Piatra-Neamţ;Str. Dărmăneşti, bloc K5 scara A-1;46,93954;26,38184
2531;NT;Piatra-Neamţ;Str. Dărmăneşti, bloc K5 scara A-2;46,93954;26,38184
2532;NT;Piatra-Neamţ;Str. Dărmăneşti, bloc K6 scara A-1;46,940163;26,381725
2533;NT;Piatra-Neamţ;Str. Dărmăneşti, bloc K6 scara A-2;46,940163;26,381725
2534;NT;Piatra-Neamţ;Str. Dărmăneşti, bloc K7 scara A-1;46,94112;26,38242
2535;NT;Piatra-Neamţ;Str. Dărmăneşti, bloc K7 scara A-2;46,94112;26,38242
2536;NT;Piatra-Neamţ;Str. Dărmăneşti, bloc K8 scara A-1;46,94189;26,38249
2537;NT;Piatra-Neamţ;Str. Dărmăneşti, bloc K8 scara A-2;46,94189;26,38249
2538;NT;Piatra-Neamţ;Str. Dărmăneşti, bloc B13, scara A-1;46,94193;26,38294
2539;NT;Piatra-Neamţ;Str. Dărmăneşti, bloc B13, scara A-2;46,94193;26,38294
2540;NT;Piatra-Neamţ;Str. Dărmăneşti, bloc B13, scara B-1;46,94244;26,38304
2541;NT;Piatra-Neamţ;Str. Dărmăneşti, bloc B13, scara B-2;46,94244;26,38304
2542;NT;Piatra-Neamţ;Aleea Ulmilor, bloc A0, scara A;46,94395;26,39021
2543;NT;Piatra-Neamţ;Aleea Ulmilor, bloc A0 scara B;46,9437;26,39063
2544;NT;Piatra-Neamţ;Str. Burebista, bloc G-7` scara A-1;46,93414;26,35543
2545;NT;Piatra-Neamţ;Str. Burebista, bloc G-7` scara A-2;46,93414;26,35543
2546;NT;Piatra-Neamţ;Str. Unirii, bloc K-10, scara A-1;46,93235;26,35803
2547;NT;Piatra-Neamţ;Str. Unirii, bloc K-10, scara A-2;46,93235;26,35803
2548;NT;Piatra-Neamţ;Str. Unirii, bloc K-4, scara B-1;46,93225;26,35831
2549;NT;Piatra-Neamţ;Str. Unirii, bloc K-4, scara B-2;46,93225;26,35831
2550;NT;Piatra-Neamţ;Hotel Central;46,92982;26,36309
2551;NT;Piatra-Neamţ;Str. M Viteazul nr. 48, bl. D-02, scara A-1;46,93748;26,39126
2552;NT;Piatra-Neamţ;Str. M Viteazul nr. 48, bl. D-02, scara A-2;46,93748;26,39126
2553;NT;Piatra-Neamţ;Str. M Viteazul nr. 50, bl. D-03, scara A-1;46,9378;26,39264
2554;NT;Piatra-Neamţ;Str. M Viteazul nr. 50, bl. D-03, scara A-2;46,9378;26,39264
2555;NT;Piatra-Neamţ;Str. M Viteazul nr. 27, bl. C-5, scara F;46,93853;26,39349
2556;NT;Piatra-Neamţ;B-dul Dacia nr.6 A (General Construct);46,93234;26,37355
2557;NT;Piatra-Neamţ;Sala Polivalentă - Calea Romanului;46,94087;26,39993
2558;NT;Piatra-Neamţ;Sala Polivalentă - Calea Romanului;46,94087;26,39993
2559;NT;Piatra-Neamţ;Sala Polivalentă - Calea Romanului;46,94087;26,39993
2560;NT;Piatra-Neamţ;Sala Polivalentă - Calea Romanului;46,94087;26,39993
2561;NT;Piatra-Neamţ;Str. M.Viteazul nr. 56 ANDOS COM;46,93755;26,39334
2562;NT;Piatra-Neamţ;E-ON MOLDOVA str. Alecu Russo nr. 13;46,92747;26,36831
2563;NT;Piatra-Neamţ;GALERIA MALL Bd. General Nicolae Dăscălescu;46,91844;26,39094
2564;NT;Piatra-Neamţ;SGA NEAMT B-dul Dacia nr. 5A;46,93125;26,37272
2565;NT;Piatra-Neamţ;Direcţia pentru Agricultură a judeţului Neamţ str. Mihai Eminescu nr.26;46,92636;26,3665
2566;NT;Piatra-Neamţ;S.C. Mecanica Ceahlăul S.A. Str. Dumbravei nr. 6;46,90842;26,41397
2567;NT;Piatra-Neamţ;Calypso Salon evenimente str. Izvoare nr. 256;46,900406;26,496609
2568;NT;Piatra-Neamţ;str. Plăeșului bl. B1;46,9188;26,391699
2569;NT;Piatra-Neamţ;str. Plăeșului bl. B2;46,918598;26,391848
2570;NT;Piatra-Neamţ;S.C. White Lady S.R.L.;46,939098;26,395613
